Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,Fee_y,NonAdopted
1,3,307,0,3,2,0,0,2,1,2,2,2,1,4,0,41326,0,0,1
2,6,266,0,1,3,0,0,1,1,2,1,1,1,1,0,41326,1,0,1
2,9,266,0,1,3,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,36,307,0,1,2,3,0,3,1,3,3,2,1,1,0,41401,0,0,0
2,3,266,0,1,6,7,0,2,1,3,3,3,1,1,0,41326,0,0,0
2,1,266,0,1,2,4,7,1,1,2,2,2,1,1,0,41401,0,0,0
2,1,265,0,2,6,7,0,1,2,3,3,2,1,1,20,41326,0,1,0
2,6,285,265,1,6,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,8,307,0,2,2,0,0,2,2,1,3,1,1,1,0,41330,0,0,1
2,8,264,266,1,3,4,7,3,1,2,1,2,1,1,50,41326,0,1,0
1,1,307,0,2,1,2,7,1,1,2,1,2,1,1,0,41326,0,0,0
1,1,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,0,0,0
1,6,60,0,2,2,0,0,1,1,2,2,2,1,1,0,41401,1,0,0
2,48,266,0,1,1,7,0,2,1,2,3,3,1,1,0,41326,0,0,1
1,1,307,0,2,1,2,6,2,2,2,2,3,1,4,0,41326,0,0,1
2,2,265,0,1,3,7,0,2,2,2,2,2,2,1,0,41401,0,0,0
2,12,304,264,2,5,7,0,2,3,1,1,1,1,1,0,41326,0,0,0
2,4,266,0,2,3,6,7,1,1,1,1,2,1,1,0,41401,0,0,0
1,84,109,141,2,1,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,6,266,0,2,5,7,0,1,1,1,1,1,1,1,0,41401,0,0,0
1,3,169,0,1,5,0,0,1,2,1,1,2,1,1,500,41326,0,1,0
2,2,266,0,1,1,7,0,3,1,2,2,2,1,4,0,41326,0,0,0
2,1,266,0,1,3,4,7,2,1,2,2,2,1,1,0,41326,1,0,0
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,8,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,0,1
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41327,0,0,0
2,5,265,0,1,6,7,0,2,2,1,1,1,1,1,100,41401,3,1,0
1,4,103,213,1,1,2,0,3,2,3,3,3,1,1,0,41327,0,0,0
2,2,265,265,2,1,3,7,2,2,2,2,2,1,1,0,41326,0,0,0
2,84,251,0,2,6,0,0,2,1,1,1,1,1,1,0,41326,2,0,0
1,12,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41336,0,0,0
1,3,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,48,119,0,2,6,7,0,3,3,3,3,2,2,1,0,41401,0,0,0
2,4,285,0,1,2,5,6,1,3,1,1,2,1,1,250,41326,0,1,0
2,6,306,266,2,1,7,0,2,1,1,1,2,1,1,0,41327,0,0,1
2,12,264,265,1,1,6,7,3,3,1,1,1,1,1,0,41326,0,0,0
2,18,292,0,3,2,3,5,2,2,2,2,2,2,3,0,41326,0,0,0
1,7,307,0,2,2,0,0,1,1,2,2,2,1,1,0,41326,0,0,1
2,4,299,0,2,4,7,0,2,1,1,1,3,1,1,0,41326,0,0,0
1,60,205,218,1,5,7,0,1,2,1,1,1,1,1,100,41326,0,1,0
1,9,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,0,1
1,4,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,12,266,266,2,1,7,0,2,1,1,1,2,1,1,180,41401,0,1,1
2,2,285,265,2,1,4,7,2,2,2,2,2,1,1,50,41326,0,1,0
2,4,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41326,0,0,0
2,3,266,266,3,1,4,6,1,2,2,2,2,1,6,0,41326,0,0,0
2,5,265,285,2,1,6,7,2,2,1,1,1,1,1,0,41326,0,0,0
2,24,266,0,1,6,7,0,2,1,1,1,2,1,2,0,41401,0,0,0
2,2,266,0,2,1,2,4,1,1,2,2,2,1,3,0,41324,0,0,0
2,12,266,0,1,2,5,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,12,307,0,2,2,5,7,1,1,3,3,3,2,1,0,41332,0,0,1
1,24,307,307,1,1,2,3,2,2,3,3,3,1,2,0,41401,0,0,1
2,3,282,283,1,1,3,0,2,2,2,1,2,1,2,0,41326,0,0,1
2,6,283,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,3,266,0,1,4,7,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,12,218,307,1,2,5,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,24,266,0,2,2,4,7,2,1,1,1,1,1,8,0,41326,0,0,1
1,17,16,307,2,1,2,0,2,2,1,1,3,1,1,100,41327,0,1,1
2,1,266,0,1,3,7,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,5,266,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,8,307,39,2,1,2,0,2,3,1,1,1,1,1,0,41326,0,0,0
2,3,265,0,3,1,2,7,2,2,3,3,3,1,4,0,41401,0,0,0
1,6,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41401,0,0,1
2,2,266,0,2,2,5,7,2,1,2,2,2,1,1,0,41326,0,0,0
1,108,109,0,1,3,0,0,3,2,1,1,3,1,1,0,41401,0,0,0
1,48,119,0,1,6,7,0,3,3,3,3,3,2,1,100,41401,0,1,0
1,60,69,0,2,5,0,0,2,3,1,1,2,2,1,0,41401,0,0,0
2,12,265,0,1,2,0,0,2,2,2,2,1,1,1,0,41401,0,0,1
1,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,0,0
2,1,243,0,2,1,4,7,1,1,2,2,2,1,1,0,41345,0,0,1
1,72,307,0,2,1,2,7,2,1,1,1,1,1,1,0,41327,0,0,1
2,6,292,266,1,2,7,0,2,1,1,1,1,1,1,0,41401,0,0,1
2,1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41326,0,0,0
2,2,242,243,2,2,0,0,1,1,2,1,2,1,1,0,41336,0,0,0
1,5,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,0,1
1,7,307,0,2,1,0,0,2,2,1,1,1,1,1,0,41326,0,0,1
1,1,307,0,1,1,7,0,2,2,2,2,2,1,3,0,41326,0,0,0
1,1,307,0,1,2,0,0,1,2,2,2,1,1,1,0,41401,0,0,1
1,6,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41327,0,0,0
1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,84,307,0,2,1,2,0,2,2,1,1,1,1,1,0,41326,0,0,1
1,4,20,0,1,1,2,7,2,1,1,1,2,1,1,600,41326,0,1,0
1,2,307,307,3,5,7,0,2,1,2,1,1,1,5,0,41326,0,0,0
2,4,266,0,1,1,2,6,1,1,3,3,3,1,1,0,41401,0,0,1
2,12,285,285,1,7,0,0,2,1,1,2,3,1,1,0,41401,0,0,1
1,2,26,307,1,2,0,0,2,1,3,3,2,1,1,0,41326,0,0,0
2,2,266,0,1,1,3,5,2,1,2,2,2,1,5,0,41401,0,0,0
2,1,266,0,2,5,6,7,3,1,2,2,2,1,2,0,41326,0,0,0
1,3,307,0,2,1,2,7,2,1,3,3,2,1,1,0,41326,0,0,0
2,5,247,0,1,1,2,0,1,1,1,1,1,1,1,0,41401,0,0,0
1,24,141,307,1,2,5,7,3,1,2,2,2,1,3,0,41336,1,0,0
2,3,265,265,1,4,0,0,1,2,3,3,3,1,1,0,41401,0,0,0
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,2,307,307,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,2,265,0,1,6,0,0,1,2,3,3,3,1,2,0,41326,0,0,0
2,2,299,0,1,2,3,5,2,1,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41327,0,0,1
1,3,307,307,2,2,7,0,2,2,2,2,2,1,1,0,41332,0,0,1
2,26,285,292,2,2,5,0,2,2,2,1,2,1,1,0,41326,0,0,0
2,18,266,266,2,6,0,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,3,265,265,2,6,7,0,1,2,2,2,2,1,1,0,41326,0,0,0
1,1,307,0,1,1,2,7,2,2,2,2,2,1,1,0,41327,0,0,0
1,1,307,0,1,2,5,0,2,1,2,1,2,1,1,0,41401,0,0,0
1,3,307,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,2,266,0,1,2,6,7,2,1,2,1,2,1,2,0,41326,0,0,0
2,12,266,0,2,6,0,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,24,266,0,2,1,2,5,2,1,2,1,1,1,1,0,41401,0,0,1
2,48,266,299,2,1,2,7,2,1,1,1,1,1,1,0,41326,0,0,0
2,4,266,0,1,1,7,0,3,1,2,1,2,1,2,0,41326,0,0,1
2,4,266,0,3,4,6,7,1,1,2,1,1,1,4,0,41336,0,0,0
1,5,307,307,2,2,7,0,3,1,1,1,1,1,1,50,41332,0,1,1
2,2,266,0,1,6,7,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,69,285,276,1,1,2,7,3,3,1,1,1,1,1,200,41401,0,1,0
1,7,78,307,2,1,2,0,3,1,3,3,1,1,1,0,41326,0,0,0
2,2,303,266,2,1,3,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,48,207,0,2,6,0,0,1,2,1,1,1,1,1,0,41401,0,0,0
2,0,266,266,2,1,2,7,1,1,2,2,2,1,6,0,41401,0,0,1
1,2,307,0,1,4,0,0,2,1,2,1,2,1,1,0,41401,0,0,0
2,2,264,299,2,2,6,7,2,3,2,2,2,1,1,0,41326,0,0,0
2,4,266,0,1,1,2,7,1,2,1,1,2,1,2,0,41401,0,0,1
1,24,207,0,2,1,6,7,1,1,3,3,3,1,1,0,41326,0,0,0
2,4,265,0,1,2,5,0,1,2,2,1,2,1,1,0,41326,0,0,0
2,12,266,0,1,2,0,0,2,2,1,1,1,1,1,100,41401,0,1,0
2,6,266,0,1,7,0,0,1,2,1,1,1,1,1,0,41326,0,0,1
2,36,266,254,2,1,4,7,2,1,1,1,1,1,1,0,41326,0,0,1
1,1,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41401,0,0,0
2,7,292,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,36,103,307,1,1,3,7,3,2,3,3,3,1,1,0,41326,0,0,0
2,36,266,0,1,7,0,0,3,2,1,1,1,1,1,0,41326,0,0,1
2,55,265,0,2,2,6,7,3,2,1,1,1,1,1,150,41327,0,1,1
1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,20,41327,0,1,0
1,72,205,0,1,2,5,0,1,2,1,1,1,1,1,0,41326,0,0,0
2,2,264,265,1,6,7,0,1,2,2,1,2,1,1,0,41326,0,0,0
1,3,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41401,0,0,1
2,5,266,0,2,2,0,0,1,1,3,3,3,1,1,0,41401,0,0,1
1,72,205,147,2,1,7,0,1,3,1,1,1,1,1,0,41326,0,0,0
1,2,307,307,2,1,2,7,2,2,1,1,2,1,4,0,41401,0,0,0
1,2,26,307,1,1,2,0,3,1,1,1,2,1,1,0,41326,0,0,0
2,1,265,0,3,4,6,0,1,1,2,1,2,1,3,0,41401,0,0,1
2,5,252,0,2,1,5,0,1,1,1,1,1,1,1,0,41401,0,0,0
1,2,307,0,1,1,2,0,3,1,1,1,2,1,1,0,41326,0,0,0
1,5,307,0,3,1,2,7,2,2,1,1,1,1,3,0,41326,0,0,0
2,1,299,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,1,1,0,0,2,2,1,1,3,1,1,0,41324,0,0,1
1,7,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,2,266,0,2,1,2,0,1,1,3,3,3,1,2,0,41401,0,0,0
2,2,266,266,1,4,0,0,1,1,2,1,2,1,1,0,41326,0,0,0
2,36,266,292,3,6,7,0,2,2,1,1,1,1,3,0,41401,0,0,1
1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,2,307,307,1,5,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,7,266,0,2,3,0,0,2,1,1,1,1,1,1,30,41401,0,1,0
1,3,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41401,0,0,1
1,2,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41401,0,0,0
1,72,307,0,3,2,0,0,3,1,3,3,3,1,4,0,41330,0,0,1
1,2,307,0,1,1,2,7,2,1,3,3,2,1,1,0,41326,0,0,0
2,1,265,266,3,1,5,7,1,2,2,2,2,1,3,0,41332,0,0,1
1,1,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,5,264,265,2,4,0,0,3,3,2,2,2,1,1,0,41401,0,0,0
1,3,307,0,2,1,2,7,2,2,1,1,2,1,1,0,41326,0,0,0
2,14,265,265,1,6,0,0,3,2,1,1,1,1,1,200,41326,0,1,0
2,10,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,10,243,0,1,1,6,7,2,1,1,1,2,1,1,70,41332,0,1,0
2,12,306,0,1,1,7,0,2,2,1,1,2,1,1,0,41401,0,0,1
2,3,25,0,3,1,3,6,2,1,2,2,2,1,2,0,41401,0,0,1
2,6,266,0,2,1,2,7,2,1,2,1,2,1,1,0,41401,0,0,1
1,3,213,307,2,1,7,0,2,1,3,1,2,1,3,0,41326,0,0,0
2,2,266,0,2,1,2,3,1,1,2,1,2,1,1,0,41401,1,0,0
1,24,307,307,2,7,0,0,3,2,1,1,2,1,1,0,41326,0,0,1
1,8,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41327,0,0,1
2,24,266,0,1,3,4,0,1,1,3,1,2,2,1,150,41326,0,1,1
1,1,307,0,3,1,2,7,2,2,2,2,3,1,8,0,41332,0,0,0
2,2,265,0,3,1,7,0,1,2,2,1,2,1,2,0,41326,0,0,0
1,24,307,0,1,3,0,0,2,2,1,1,2,1,1,0,41401,0,0,1
2,36,266,0,2,1,2,7,1,1,1,1,2,1,2,0,41326,0,0,0
1,2,307,0,2,1,0,0,2,1,2,1,2,2,1,0,41326,0,0,0
2,3,266,0,2,1,6,7,2,1,2,2,2,1,1,0,41326,0,0,0
2,3,265,265,3,1,4,7,2,2,2,2,2,1,2,0,41336,0,0,0
1,1,307,0,3,1,2,0,2,2,1,1,1,1,3,0,41401,0,0,0
2,3,299,0,2,2,7,0,2,1,3,3,3,1,1,0,41336,0,0,0
1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,12,299,0,3,2,7,0,1,1,2,2,2,1,5,0,41326,0,0,0
2,2,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41401,0,0,0
1,12,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,0,1
1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41327,0,0,0
2,11,266,0,1,4,0,0,2,1,1,1,1,1,1,50,41401,0,1,0
1,2,307,307,2,7,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,5,266,0,3,1,7,0,2,1,2,2,2,1,5,50,41401,0,1,1
1,1,307,307,2,1,4,0,2,1,2,2,2,1,2,0,41327,0,0,1
2,3,266,0,2,3,7,0,2,1,2,2,2,1,1,10,41361,0,1,1
2,1,265,0,1,3,4,5,3,2,2,2,2,1,1,0,41326,0,0,0
2,24,266,0,1,4,0,0,2,1,2,2,2,2,1,0,41401,0,0,1
1,7,307,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,8,266,0,2,1,3,7,2,1,2,1,2,1,1,0,41326,0,0,0
1,9,187,307,2,2,7,0,2,2,1,1,2,1,1,0,41401,0,0,1
2,2,266,0,2,1,2,7,2,2,2,1,2,1,1,0,41326,0,0,0
2,72,266,0,2,1,0,0,2,2,1,1,1,1,2,0,41401,0,0,0
1,12,307,0,2,2,0,0,1,2,1,1,2,1,1,0,41327,0,0,0
2,12,266,0,2,5,6,7,1,1,1,1,1,1,1,0,41401,0,0,0
1,2,307,0,2,1,6,7,2,2,1,1,2,1,1,0,41326,0,0,0
1,12,307,0,1,1,0,0,2,3,1,1,1,1,1,0,41326,0,0,1
2,1,265,266,3,1,4,7,1,2,2,2,2,1,4,0,41401,0,0,0
2,36,299,0,2,1,3,7,2,1,1,1,1,1,3,0,41401,0,0,1
2,3,266,0,2,1,2,7,2,1,1,1,1,1,1,0,41327,0,0,0
2,8,264,0,2,2,7,0,2,3,2,2,2,1,1,0,41326,0,0,0
1,1,307,307,3,1,2,7,2,1,2,2,2,1,7,0,41336,0,0,0
1,2,307,0,2,1,7,0,2,2,2,2,2,1,6,0,41326,0,0,0
2,12,265,265,2,1,2,7,2,2,3,3,3,1,1,0,41324,0,0,1
1,1,307,0,1,1,5,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,3,266,241,1,1,6,0,2,1,1,1,2,1,1,1,41326,0,1,1
1,2,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,2,32,307,1,1,2,7,2,1,2,1,2,1,1,0,41326,0,0,0
2,3,266,0,1,5,0,0,2,1,2,1,2,1,1,0,41401,1,0,0
2,1,299,266,1,3,0,0,1,1,2,2,2,1,3,0,41401,0,0,0
2,6,299,0,2,6,0,0,1,1,2,1,2,1,1,0,41401,0,0,1
1,2,307,0,2,2,7,0,2,2,3,1,3,1,1,0,41401,0,0,0
2,3,266,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,2,265,0,2,6,7,0,2,2,1,1,2,1,1,0,41401,0,0,0
2,4,266,0,1,6,7,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,48,307,0,2,1,2,6,2,2,2,2,2,1,10,0,41401,0,0,1
2,5,265,0,1,3,4,7,2,2,1,1,2,1,1,0,41326,0,0,0
1,18,307,307,1,1,2,0,2,1,2,2,1,1,1,0,41401,0,0,0
2,4,264,0,2,1,2,0,2,3,1,1,2,1,1,0,41336,0,0,0
2,2,266,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,2,307,307,2,5,0,0,2,2,2,1,2,1,1,0,41326,0,0,0
2,1,249,0,2,1,2,7,1,1,2,2,2,1,1,0,41401,0,0,1
1,3,307,307,2,1,2,7,2,2,1,1,2,1,4,0,41330,0,0,0
2,2,265,0,1,1,6,7,1,2,2,2,2,2,1,0,41401,0,0,0
1,1,307,0,2,5,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,60,276,0,3,2,4,0,2,2,1,1,1,1,4,0,41326,0,0,1
1,1,307,307,2,2,0,0,2,2,2,2,2,1,2,0,41327,0,0,0
1,1,307,0,2,1,2,3,2,1,2,1,2,1,1,0,41326,0,0,0
2,24,293,0,1,4,5,0,3,2,1,1,1,1,1,0,41326,0,0,1
2,6,266,266,1,4,7,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,2,264,0,1,5,0,0,2,2,2,1,2,1,2,0,41326,0,0,0
2,1,264,0,1,1,7,0,1,3,2,2,2,1,1,0,41401,0,0,0
1,2,19,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,0,0,0
1,1,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,3,266,285,1,4,7,0,3,2,1,1,2,1,1,0,41401,0,0,0
1,48,307,0,2,1,2,7,2,2,3,3,3,2,1,0,41401,1,0,0
2,5,264,285,2,2,0,0,2,3,1,1,3,1,1,100,41326,0,1,0
1,60,307,0,1,1,0,0,2,2,2,2,3,1,2,1,41401,0,1,1
1,24,20,307,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,0,0
1,3,187,307,2,3,0,0,2,1,1,1,2,1,3,0,41326,0,0,0
1,4,109,307,1,5,7,0,3,2,1,1,2,1,1,0,41336,0,0,0
2,3,266,0,1,3,5,0,2,1,2,1,2,1,1,0,41326,0,0,0
1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,41401,0,0,1
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,0,1
1,72,109,0,2,3,0,0,3,3,2,1,3,2,1,0,41326,0,0,0
1,6,307,0,1,2,7,0,2,1,1,1,3,1,1,0,41327,0,0,0
1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,41401,0,0,1
1,10,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,9,76,0,2,1,7,0,3,1,3,3,1,1,1,0,41336,0,0,0
2,1,265,0,1,4,7,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,5,266,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,0,0,0
1,2,307,307,1,1,2,7,2,1,2,1,2,1,1,80,41326,0,1,1
2,2,266,0,1,2,7,0,2,1,2,2,2,1,1,0,41326,0,0,1
2,8,266,265,3,1,5,0,2,2,2,2,2,1,2,0,41401,0,0,1
2,12,266,0,2,2,5,0,2,1,2,1,2,1,1,0,41326,0,0,1
2,2,266,265,3,1,5,7,2,1,2,2,2,1,5,0,41326,0,0,0
1,37,76,307,1,1,7,0,2,1,1,1,2,1,1,200,41326,0,1,0
1,3,307,26,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,1,266,0,2,1,0,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,4,266,0,3,4,6,7,2,1,2,1,2,1,3,0,41326,0,0,1
1,2,307,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,12,266,0,1,3,4,0,2,1,1,1,1,1,2,0,41326,0,0,1
1,1,307,0,1,2,0,0,2,1,2,1,2,1,1,0,41326,0,0,0
2,2,288,0,2,5,7,0,2,3,1,1,2,1,1,250,41326,1,1,0
2,3,266,0,2,1,2,7,2,1,1,1,3,1,1,0,41332,0,0,0
2,10,265,0,2,1,2,7,2,2,2,2,2,1,1,0,41336,0,0,0
2,15,266,0,2,1,2,7,3,1,3,3,3,1,1,0,41401,0,0,0
1,2,307,0,2,5,0,0,2,1,2,2,2,1,1,0,41401,0,0,0
2,3,266,0,1,3,0,0,2,1,1,1,2,1,1,30,41401,0,1,0
2,3,266,0,1,3,0,0,2,1,1,1,2,1,1,0,41326,1,0,0
1,1,307,0,2,2,7,0,2,1,2,3,2,1,1,0,41401,0,0,0
1,1,307,0,3,1,2,0,2,1,2,2,2,1,11,0,41401,0,0,1
2,2,266,0,3,2,6,7,1,2,1,1,2,1,3,0,41401,0,0,0
2,3,266,292,3,7,0,0,2,1,1,1,2,1,2,0,41401,0,0,1
1,4,307,0,1,5,7,0,2,1,1,3,2,1,1,299,41401,0,1,1
2,3,299,266,1,1,6,7,2,1,1,1,2,1,1,0,41326,0,0,0
1,1,307,0,1,5,0,0,2,2,3,3,2,1,1,0,41326,0,0,0
1,4,307,0,2,2,3,0,2,1,1,1,2,1,1,150,41326,0,1,1
1,1,307,307,3,1,2,7,2,1,2,2,2,1,3,80,41326,0,1,1
2,3,266,0,1,6,7,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,3,307,0,2,1,2,0,2,2,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,1,2,7,2,2,2,2,2,1,1,20,41327,0,1,0
2,6,266,0,3,3,4,7,3,1,1,1,3,1,2,0,41401,0,0,1
2,3,265,0,2,1,2,3,2,2,1,1,2,1,1,0,41326,0,0,0
2,6,264,0,2,5,6,7,2,3,1,1,1,1,1,0,41326,1,0,0
1,12,307,307,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,1,307,0,3,1,2,7,2,2,3,1,3,1,4,50,41401,0,1,0
1,2,307,0,2,1,4,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,3,76,307,1,1,2,7,2,1,1,1,3,1,1,0,41326,0,0,0
2,2,266,266,1,4,0,0,2,1,1,1,2,1,1,0,41327,0,0,0
2,8,266,266,1,1,0,0,2,1,2,2,1,1,1,0,41401,0,0,0
1,12,307,0,3,1,2,7,2,1,3,3,3,2,3,0,41401,0,0,1
2,7,266,0,2,1,6,7,2,1,1,1,1,1,1,0,41326,0,0,1
2,31,266,0,1,6,0,0,2,1,2,2,1,1,1,0,41401,0,0,1
1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,9,307,0,2,7,0,0,2,2,1,1,3,1,1,0,41401,0,0,1
1,48,218,205,2,7,0,0,2,3,1,1,2,1,1,0,41326,0,0,0
1,3,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,48,307,0,1,2,7,0,2,2,1,1,1,2,1,0,41401,0,0,1
2,2,266,266,1,1,2,0,1,1,1,1,2,1,1,50,41326,0,1,0
2,3,266,0,2,2,5,7,2,1,2,2,2,1,1,10,41330,0,1,0
1,1,141,307,3,1,2,5,2,1,2,1,2,1,5,0,41326,0,0,0
2,2,266,0,2,3,4,0,2,2,3,3,3,1,1,0,41326,0,0,0
1,18,179,0,1,7,0,0,1,2,3,3,3,2,1,120,41326,0,1,0
1,1,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41330,1,0,0
1,2,307,117,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,0,1
1,4,307,0,3,2,5,0,2,1,2,2,2,1,2,200,41326,0,1,1
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,132,266,0,1,5,7,0,2,1,1,1,1,1,1,0,41326,0,0,0
1,84,128,0,2,2,7,0,1,2,1,1,1,1,1,0,41326,0,0,0
1,3,307,0,2,2,7,0,2,1,2,2,2,2,1,100,41326,0,1,1
1,4,152,307,1,5,0,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,6,265,266,2,1,7,0,1,1,1,1,2,1,1,0,41326,0,0,1
2,18,266,0,2,2,0,0,2,1,3,1,1,1,1,0,41401,0,0,0
1,24,307,307,2,2,7,0,2,2,1,1,1,1,1,0,41326,0,0,0
2,6,285,0,1,3,0,0,2,2,3,3,3,1,1,500,41326,0,1,0
2,4,283,0,1,6,7,0,2,1,1,1,2,1,1,0,41326,1,0,0
2,2,265,0,2,1,4,7,1,2,2,1,2,1,1,0,41326,0,0,0
2,4,299,0,2,4,7,0,2,1,1,1,2,1,1,0,41401,0,0,0
1,3,307,218,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,12,266,0,1,4,0,0,3,1,1,1,1,1,1,100,41326,0,1,0
1,1,307,307,1,2,5,0,2,1,2,2,2,1,1,0,41335,0,0,0
2,12,266,0,2,3,0,0,2,1,3,3,2,1,1,0,41401,0,0,1
1,3,39,307,2,1,7,0,2,2,1,1,1,1,1,200,41326,0,1,0
1,24,307,307,3,2,0,0,2,1,1,1,1,1,2,0,41326,0,0,0
2,0,266,0,3,1,7,0,1,1,2,2,2,1,2,0,41401,0,0,0
1,96,165,0,1,1,3,5,2,3,1,1,1,1,1,0,41326,0,0,0
1,24,307,0,2,1,2,0,1,2,1,1,1,1,1,100,41327,0,1,0
1,9,307,0,2,2,5,7,2,1,1,1,1,1,1,0,41326,0,0,1
2,2,266,0,2,7,0,0,2,1,1,1,2,1,1,100,41401,0,1,0
2,24,266,0,2,1,2,0,2,1,1,1,1,1,1,50,41326,0,1,1
1,3,307,0,2,5,7,0,1,2,2,2,2,1,1,0,41326,0,0,0
1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,0,1
1,2,307,0,1,2,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,7,307,0,2,1,3,0,2,1,3,3,1,1,1,0,41326,0,0,0
1,2,227,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
